SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,arvestatud,mittearvestatud,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,mitteilmunud
S,HV,HVKU,FLKU.05.242,Eesti luule seminar,0,0,2,3,0,0,0,0,0
S,HV,HVKU,FLKU.05.244,Teatriteaduse alused,0,0,11,8,19,9,7,3,8
S,HV,HVKU,FLKU.05.247,Teatriteksti analüüs,0,0,5,7,2,2,0,0,1
S,HV,HVKU,FLKU.05.255,Teatriteaduslik magistriseminar I,6,0,0,0,0,0,0,0,0
S,HV,HVKU,FLKU.05.256,Kirjandusteaduslik magistriseminar II,11,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.03.002,Etnograafiliste välitööde metodoloogia,4,0,0,0,0,0,0,0,2
S,HV,HVKU,HVKU.03.005,Kultuuriturundus,26,0,0,0,0,0,0,0,3
S,HV,HVKU,HVKU.03.007,Kultuurikorralduse praktika,12,0,0,0,0,0,0,0,2
S,HV,HVKU,HVKU.03.008,Uurimis- ja analüüsimeetodid kultuurikorralduses,14,0,0,0,0,0,0,0,2
S,HV,HVKU,HVKU.03.009,Magistriseminar,14,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.03.013,Allikmaterjalide kogumise ja analüüsi meetodid,11,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.03.014,Kultuuripärand ja kultuuripoliitika,15,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.03.015,Erialane praktika,10,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.03.016,Magistriprojekt,0,0,5,0,0,0,0,0,0
S,HV,HVKU,HVKU.03.017,Kultuuriteooriad ja ühiskond,0,0,6,9,8,2,1,0,4
S,HV,HVKU,HVKU.03.018,"Kultuurisündmus, publik ja retseptsioon",24,3,0,0,0,0,0,0,2
S,HV,HVKU,HVKU.03.026,Etnoloogia ja folkloristika doktoriseminar,4,1,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.03.027,Visuaalantropoloogia praktika,10,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.04.006,Pärimuse ja kultuuripärandi teoreetilised käsitusviisid,11,0,0,0,0,0,0,0,1
S,HV,HVKU,HVKU.04.007,Magistriseminar I: Lõputöö kavandamine,8,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.04.008,Magistriseminar III: Lõputöö kirjutamine ja tagasisidestamine,12,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.04.012,Internetifolkloor,11,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.04.013,Magistritöö,0,0,5,0,0,0,0,0,0
S,HV,HVKU,HVKU.05.012,Teatriuurimise probleemid ja meetodid,0,0,1,2,2,1,1,0,1
S,HV,HVKU,HVKU.05.013,Dramaturgia praktikum,12,0,0,0,0,0,0,0,0
S,HV,HVKU,HVKU.05.015,Kirjanduse didaktika,0,0,14,3,0,0,0,0,0
S,HV,HVKU,HVKU.10.003,Aasia ja Lähis-Ida tsivilisatsioonid,0,0,13,8,0,0,0,0,0
S,HV,HVKU,HVKU.10.004,Aasia ja Lähis-Ida ühiskondade mõtteviisid,10,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.00.010,Doktoriseminar,8,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.00.039,Doktoritöö,5,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.00.063,Võõrkeelte õpetamise pidev praktika,27,1,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.01.010,Inglise keele ajalugu,0,0,9,12,9,4,3,0,8
S,HV,HVLC,FLGR.01.011,Inglise keele ajalugu II,0,0,5,10,5,0,0,0,0
S,HV,HVLC,FLGR.01.034,Tekstianalüüs 1,0,0,4,10,16,5,0,0,4
S,HV,HVLC,FLGR.01.039,Tekstianalüüs 3,0,0,7,14,5,3,0,0,3
S,HV,HVLC,FLGR.01.042,Inglise keele praktiline grammatika I,0,0,13,12,9,3,0,0,4
S,HV,HVLC,FLGR.01.085,Ameerika inglise keele släng,0,0,22,25,3,0,0,0,7
S,HV,HVLC,FLGR.01.088,Keeleõppe teooriad ja meetodid,0,0,6,9,11,5,0,1,3
S,HV,HVLC,FLGR.01.137,Inglise leksikoloogia,0,0,7,17,11,4,1,1,1
S,HV,HVLC,FLGR.01.138,Inglise keelt kõnelevate maade ajalugu,0,0,9,8,9,8,5,18,10
S,HV,HVLC,FLGR.01.157,Inglise keele praktiline foneetika,0,0,3,13,26,10,0,0,9
S,HV,HVLC,FLGR.01.159,Akadeemiliste tekstide kirjutamine,0,0,0,2,2,0,0,2,0
S,HV,HVLC,FLGR.01.162,Inglise kirjandus barokist romantismini,0,0,6,3,7,11,11,5,10
S,HV,HVLC,FLGR.01.164,Kirjalik tõlge inglise keelde: praktikum,0,0,20,11,4,0,0,0,0
S,HV,HVLC,FLGR.01.180,Inglise keele variandid,0,0,7,10,4,4,0,0,2
S,HV,HVLC,FLGR.01.187,Inglise kirjanduse seminar,0,0,24,4,1,0,0,0,2
S,HV,HVLC,FLGR.01.193,Ameerika kirjandus,0,0,15,15,9,5,2,0,5
S,HV,HVLC,FLGR.01.194,Ameerika kirjanduse ja kultuuri teemaseminar,0,0,15,13,4,0,0,0,2
S,HV,HVLC,FLGR.01.197,Võõrkeeleoskuse hindamise põhimõtted ja praktikad,0,0,10,10,5,1,0,0,0
S,HV,HVLC,FLGR.01.206,Kanada ingliskeelne multikultuuriline kirjandus,0,0,17,8,5,2,0,0,5
S,HV,HVLC,FLGR.01.208,Inglise keel kõrvalainena I,9,0,9,0,0,0,0,0,0
S,HV,HVLC,FLGR.01.364,Inglise keele õpetaja põhipraktika,0,0,8,1,1,0,0,0,0
S,HV,HVLC,FLGR.01.377,Anglistika võtmetekstide seminar,0,0,11,0,0,0,0,0,1
S,HV,HVLC,FLGR.01.378,Inglise keele korpused ja nende uurimine,0,0,9,0,0,0,0,0,0
S,HV,HVLC,FLGR.01.379,Akadeemiline väljendusoskus inglise keeles I,0,0,6,14,9,0,0,0,0
S,HV,HVLC,FLGR.01.381,Inglise keele didaktika II,0,0,8,8,3,0,0,0,0
S,HV,HVLC,FLGR.02.133,Proseminar antiikkultuurist: sissejuhatus erialasse,10,0,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.02.330,Ladina keele põhikursus romanistika erialale,29,0,0,0,0,0,0,0,5
S,HV,HVLC,FLGR.02.377,Kreeka keele põhikursus I,13,0,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.02.379,Ladina keele põhikursus I,0,0,8,2,3,2,0,0,2
S,HV,HVLC,FLGR.02.416,Tekstianalüüs. Ladina proosaautorid,0,0,5,5,1,2,0,0,1
S,HV,HVLC,FLGR.02.460,Antiigi pärand Euroopa kultuuritraditsioonis,0,0,71,18,2,3,0,0,16
S,HV,HVLC,FLGR.02.539,Ladina keele morfoloogia ja süntaks,0,0,4,3,2,0,0,0,0
S,HV,HVLC,FLGR.03.128,Hispaania keele suuline ja kirjalik väljendusoskus,0,0,4,2,0,0,0,0,1
S,HV,HVLC,FLGR.03.130,Hispaania keele ajalugu,0,0,3,1,1,0,0,0,1
S,HV,HVLC,FLGR.03.141,Prantsuse keele akadeemiline väljendusoskus,5,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.03.149,Prantsuse keele praktikum I,0,0,8,2,1,2,0,1,0
S,HV,HVLC,FLGR.03.151,Prantsuse keele praktikum III,9,1,0,0,0,0,0,0,2
S,HV,HVLC,FLGR.03.152,Prantsuse keele teooria I,0,0,6,3,4,1,0,1,0
S,HV,HVLC,FLGR.03.153,Prantsuse keele teooria II,0,0,0,3,4,2,1,0,1
S,HV,HVLC,FLGR.03.154,Prantsuse keele teooria III,0,0,3,2,1,1,1,1,3
S,HV,HVLC,FLGR.03.156,Prantsuse kirjandus,7,4,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.03.160,Erialaseminar,6,1,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.03.179,Prantsuse keele suulise ja kirjaliku väljenduse õpetus I,0,0,4,3,1,1,0,0,3
S,HV,HVLC,FLGR.03.191,Prantsusmaa ühiskond ja kultuur,0,0,4,7,2,0,0,1,2
S,HV,HVLC,FLGR.03.198,Hispaania kirjandus,0,0,15,4,0,0,0,0,1
S,HV,HVLC,FLGR.03.205,Erialaseminar,0,0,6,3,1,2,1,0,2
S,HV,HVLC,FLGR.03.256,Hispaania keele teooria I,0,0,3,1,3,2,0,0,1
S,HV,HVLC,FLGR.03.257,Hispaania keele praktikum I,0,0,9,8,2,0,0,0,2
S,HV,HVLC,FLGR.03.258,Hispaania keele teooria II,0,0,3,4,3,0,0,0,0
S,HV,HVLC,FLGR.03.260,Hispaania keele teooria III,0,0,4,5,1,3,1,0,0
S,HV,HVLC,FLGR.03.261,Hispaania keele praktikum III,0,0,6,2,4,0,0,0,0
S,HV,HVLC,FLGR.03.263,Hispaania keele suulise ja kirjaliku väljenduse õpetus I,0,0,4,2,2,2,3,2,1
S,HV,HVLC,FLGR.03.283,Hispaania ühiskond ja kultuur,0,0,13,3,1,0,0,0,0
S,HV,HVLC,FLGR.03.285,Seminar hispaaniakeelsest kirjandusest,0,0,6,6,0,0,0,0,0
S,HV,HVLC,FLGR.04.061,Saksa kirjanduse proseminar,14,0,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.04.153,Bakalaureuseseminar,0,0,1,0,3,1,0,1,0
S,HV,HVLC,FLGR.04.327,Praktiline saksa keel I,0,0,3,7,5,2,1,0,3
S,HV,HVLC,FLGR.04.359,Kirjalik tõlge saksa keelest eesti keelde,11,0,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.04.364,Magistriseminar,0,0,5,2,3,0,0,0,1
S,HV,HVLC,FLGR.04.375,Saksa keel pedagoogilise kommunikatsioonivahendina,5,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.04.709,Tõlkepraktika,7,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.04.717,Saksa keele grammatika I,17,1,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.04.718,Saksa keele suuline ja kirjalik väljendusõpetus,20,0,0,0,0,0,0,0,3
S,HV,HVLC,FLGR.04.720,Saksa keele grammatika II,0,0,4,1,5,4,1,0,0
S,HV,HVLC,FLGR.04.721,Saksa keele leksikoloogia ja fraseoloogia,0,0,7,4,1,1,0,0,2
S,HV,HVLC,FLGR.04.731,Saksakeelne kirjandus - ajalugu ja interpretatsioon,0,0,2,3,4,0,0,2,0
S,HV,HVLC,FLGR.05.089,Slaavi filoloogia alused,0,0,2,0,2,5,2,1,2
S,HV,HVLC,FLGR.05.252,Tänapäeva vene kirjandus,0,0,11,0,1,0,0,0,3
S,HV,HVLC,FLGR.05.268,Vene kultuurilugu,0,0,4,4,2,0,1,1,2
S,HV,HVLC,FLGR.05.270,Seminar vene mentaalsuse arengu eripärast,10,0,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.05.298,Ülikoolis õpetamise praktika,0,0,5,0,0,0,0,0,0
S,HV,HVLC,FLGR.05.300,Bakalaureuseseminar ja praktika,5,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.05.393,19. saj. vene realismi kirjandus,0,0,2,0,1,2,1,0,1
S,HV,HVLC,FLGR.05.394,Vene modernismi kirjandus,0,0,7,0,1,0,0,0,0
S,HV,HVLC,FLGR.05.401,Vene kultuuri retseptsioon kinolinal,0,0,6,1,1,0,0,0,3
S,HV,HVLC,FLGR.05.410,Tänapäeva vene keele variandid ja stiilid,0,0,5,4,1,0,0,0,1
S,HV,HVLC,FLGR.05.412,Ülevaade poola kultuuriloost,0,0,5,0,0,0,0,0,0
S,HV,HVLC,FLGR.06.023,Skandinaavia keeled,0,0,1,1,0,4,1,0,1
S,HV,HVLC,FLGR.06.026,Tekstianalüüs,0,0,3,3,3,3,1,0,3
S,HV,HVLC,FLGR.06.031,Rootsi morfoloogia ja süntaks,0,0,3,2,2,8,0,0,3
S,HV,HVLC,FLGR.06.035,Taani keeleajalugu,0,0,2,5,0,0,0,0,0
S,HV,HVLC,FLGR.06.041,Taani kirjanduse ajalugu,0,0,4,2,2,0,0,0,0
S,HV,HVLC,FLGR.06.122,Bakalaureuseseminar ja bakalaureusetöö (Skandinaavia keeled ja kultuurid),8,0,0,1,1,0,0,0,0
S,HV,HVLC,FLGR.06.141,"Uuemad suunad norra, rootsi ja taani keele uurimises",0,0,5,1,1,0,1,0,0
S,HV,HVLC,FLGR.06.142,Skandinaavia film,18,0,0,0,0,0,0,0,1
S,HV,HVLC,FLGR.06.165,Rootsi keele leksikoloogia ja keelekirjeldus,0,0,3,4,3,1,0,0,0
S,HV,HVLC,FLGR.06.167,Tekstiloome ja konversatsioon taani keeles,7,0,0,0,0,0,0,0,0
S,HV,HVLC,FLGR.06.170,Praktiline väljendusõpetus,7,0,0,0,0,0,0,0,0
S,HV,HVLC,FLKE.02.275,"Prantsuse keel algtasemel (süvaõpe), tase 0 > A1",0,0,7,6,4,1,0,1,1
S,HV,HVLC,FLKE.02.277,"Saksa keel algajatele I (süvaõpe), tase 0>A1",0,0,6,8,3,1,0,0,3
S,HV,HVLC,FLKE.03.077,"Eesti keele algkursus (inglise keele baasil), tase 0 > A1.2",0,0,9,3,4,0,0,1,0
S,HV,HVLC,FLKE.03.121,"Sissevaateid eesti kultuuri. Filmi- ja muuseumikursus, inglise keele baasil",0,0,36,1,3,1,0,1,1
S,HV,HVLC,FLKE.03.207,Eesti ja eestlased (inglise keele baasil),0,0,25,1,0,0,0,0,1
S,HV,HVLC,FLKE.05.008,Ladina keel meditsiinierialadele,210,0,0,0,0,0,0,0,4
S,HV,HVLC,FLKE.05.063,"Hispaania keel algtasemel (süvaõpe) I, tase 0 > A1",0,0,7,3,5,1,1,0,1
S,HV,HVLC,FLLC.00.003,Kultuur ja tõlge,0,0,11,15,3,0,0,0,0
S,HV,HVLC,FLLC.00.006,Assisteerimispraktika,5,0,0,0,0,0,0,0,0
S,HV,HVLC,FLLC.00.008,Sissejuhatav magistriseminar,23,0,0,0,0,0,0,0,0
S,HV,HVLC,FLLC.00.009,Magistritöö,10,0,0,0,1,0,0,0,0
S,HV,HVLC,FLLC.00.015,Teaduskorralduse praktika,5,0,0,0,0,0,0,0,0
S,HV,HVLC,FLLC.01.002,Akadeemiline õpi- ja kirjaoskus,13,0,0,0,0,0,0,0,0
S,HV,HVLC,FLLC.01.007,Elu inglise maahäärberis,44,0,0,0,0,0,0,0,6
S,HV,HVLC,FLLC.02.010,Kreeka lüürika,0,0,4,1,2,0,0,0,2
S,HV,HVLC,FLLC.02.016,Kreeka keele morfoloogia ja süntaks,0,0,2,2,2,0,0,0,0
S,HV,HVLC,FLLC.05.002,Vene kirjandusklassika varamust,2,0,0,0,0,0,0,0,3
S,HV,HVLC,FLLC.08.001,Ida-Aasia maad ja rahvad,0,0,14,7,1,0,0,0,2
S,HV,HVLC,FLLC.08.003,Hiina ajalugu,14,1,0,0,0,0,0,0,0
S,HV,HVLC,FLLC.08.007,Korea kultuur ja ühiskond (inglise keele baasil),12,0,0,0,0,0,0,0,2
S,HV,HVLC,FLLC.08.009,Korea kirjandus (inglise keele baasil),14,0,0,0,0,0,0,0,2
S,HV,HVLC,FLLC.09.001,"Eesti keele algkursus I, inglise keele baasil, tase 0 > A1.1",0,0,92,27,18,8,1,7,6
S,HV,HVLC,FLLC.09.002,"Eesti keele algkursus II, inglise keele baasil, A1.1>A1.2",0,0,21,4,2,0,0,0,2
S,HV,HVLC,FLLC.09.003,"Eesti keele algkursus III, inglise keele baasil, A1.2 > A2.1",0,0,10,6,2,3,0,3,1
S,HV,HVLC,FLLC.09.004,"Eesti keele sõnavara- ja vestluskursus eelkesktasemele I, A2.1 > A2.2",0,0,6,0,0,0,0,0,1
S,HV,HVLC,FLLC.09.006,"Eesti keel kesktasemele I, sõnavara ja vestlus, B1.1 > B1.2",22,4,0,0,0,0,0,0,2
S,HV,HVLC,FLLC.09.010,"Eesti keel kõrgtasemele I, B2.1 > B2.2",21,1,0,0,0,0,0,0,3
S,HV,HVLC,HVLC.00.004,Meeskonnatöö praktika,12,0,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.00.007,Euroopa keelte ja kultuuride magistriseminar,10,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.00.011,Kirjandus ja psühhoanalüüs,0,0,8,5,3,1,0,1,1
S,HV,HVLC,HVLC.01.005,Inglise keele õpetaja peaeriala põhipraktika,0,0,2,2,2,0,0,0,0
S,HV,HVLC,HVLC.01.006,"Akadeemiline inglise keel ajalooüliõpilastele, tase B2 > C1",16,5,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.008,"Erialane inglise keel arvutitehnika üliõpilastele, tase B2 > C1",39,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.01.009,"Inglise keel bioloogia ja ökoloogia üliõpilastele, tase B2",21,4,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.010,"Erialane inglise keel füüsika, keemia ja materjaliteaduse üliõpilastele (100% e-õpe), tase B2 > C1",10,3,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.01.011,"Erialane inglise keel geenitehnoloogia üliõpilastele, tase B2",37,8,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.01.013,"Inglise keel geograafia, geoloogia ja keskkonnatehnoloogia üliõpilastele, tase B2",17,0,0,0,0,0,0,0,4
S,HV,HVLC,HVLC.01.017,"Erialane inglise keel. Sissejuhatus õiguskeelde I, tase B2.1",29,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.01.018,"Erialane inglise keel. Õiguskeel II, tase B2.1 >B2.2",45,0,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.020,"Inglise keel Lennuakadeemia üliõpilastele, tase B2.1 > B2.2",0,0,3,0,2,0,0,0,1
S,HV,HVLC,HVLC.01.021,"Inglise keel Lennuakadeemia üliõpilastele, tase B2 > C1",0,0,10,21,10,0,0,2,1
S,HV,HVLC,HVLC.01.023,"Erialane inglise keel. Õiguskeel II (SÕ), tase B2.1 > B2.2",19,6,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.01.026,"Erialane inglise keel. Õiguskeele vestluskursus IV (SÕ), tase C1",6,0,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.027,"Inglise keel eelkesktasemele I, tase A2.2 > B1.1",13,1,0,0,0,0,0,0,4
S,HV,HVLC,HVLC.01.029,"Inglise keel kesktasemele I, tase B1.2 > B2.1",16,2,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.033,"Inglise keel kõrgtasemele I, tase B2.2 > C1.1 (100% e-õpe)",20,2,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.035,"Inglise keel kesktasemele. Grammatika ja sõnavara, tase B1.2 > B2.1",19,0,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.01.038,"Inglise keel humanitaarerialade üliõpilastele I (100% e-õpe), tase B1.2 > B2.1",21,5,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.040,"Inglise keel kõrgtasemele (100% e-õpe), tase B2 > C1",51,0,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.01.041,"Inglise keel. Üldakadeemiline sõnavara (100% e-õpe), B1.2>B2.1",42,4,0,0,0,0,0,0,4
S,HV,HVLC,HVLC.01.046,Digianglistika,22,0,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.01.060,"Inglise keel kõrgtasemele I, tase C1>C2",8,2,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.02.003,Antiikkirjanduse žanrid. Ajalookirjandus,0,0,6,2,0,2,1,0,0
S,HV,HVLC,HVLC.02.011,Raamatukogupraktika,6,0,6,0,0,0,0,0,1
S,HV,HVLC,HVLC.03.005,"Prantsuse keele algkursus I, tase 0 > A1.1",35,2,0,0,0,0,0,0,3
S,HV,HVLC,HVLC.03.006,"Prantsuse keele algkursus I (inglise keele baasil), tase 0 > A1.1",0,0,29,11,5,4,0,1,2
S,HV,HVLC,HVLC.03.007,"Prantsuse keele algkursus II, tase A1.1 > A1.2",18,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.03.009,"Prantsuse keele algkursus III (inglise keele baasil), tase A1.2 > A2.1",0,0,10,5,0,3,0,0,0
S,HV,HVLC,HVLC.03.010,"Prantsuse keel eelkesktasemele I, A2.1 > A2.2",14,0,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.03.012,"Prantsuse keel kesktasemele I, B1.1 > B1.2",16,3,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.03.014,"Prantsuse keel kõrgtasemele I, B2.1 > B2.2",13,2,0,0,0,0,0,0,3
S,HV,HVLC,HVLC.03.018,Hispaania kirjandus- ja tõlkekriitika seminar,7,0,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.03.020,"Itaalia keel algtasemele I, tase 0 > A1.1",39,1,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.03.021,"Itaalia keel algtasemele II, tase A1.1 > A1.2",14,3,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.03.022,"Itaalia keel algtasemele III (inglise keele baasil), tase A1.2 > A2.1",0,0,2,5,6,1,2,0,3
S,HV,HVLC,HVLC.03.024,Itaalia ühiskond ja kultuur (inglise keele baasil),0,0,5,7,2,1,0,0,4
S,HV,HVLC,HVLC.03.026,"Hispaania keel algtasemele I, tase 0 > A1.1",39,3,0,0,0,0,0,0,9
S,HV,HVLC,HVLC.03.027,"Hispaania keel algtasemele II, tase A1.1 > A1.2",11,1,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.03.029,"Hispaania keele eelkesktasemele I, tase A2.1 > A2.2",7,0,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.04.007,"Saksa keel algtasemele I, tase 0 > A1.1",32,0,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.04.008,"Saksa keel algtasemele II, tase A1.1 > A1.2",11,1,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.04.009,"Saksa keel algtasemele III, tase A1.2 > A2.1",8,1,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.04.011,"Saksa keel eelkesktasemele II, tase A2.2 > B1.1",16,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.04.013,"Saksa keel kesktasemele II, tase B1.2 > B2.1",10,2,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.04.016,"Saksa keel algtasemele I (inglise keele baasil), tase 0 > A1.1",0,0,11,11,3,1,0,0,3
S,HV,HVLC,HVLC.04.018,"Saksa keele grammatika I (100% e-õpe), tase A2",41,8,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.04.021,"Saksa keel algkursus ajaloo üliõpilastele, tase 0>A1.2",22,0,0,0,0,0,0,0,4
S,HV,HVLC,HVLC.04.029,Saksakeelsete maade kultuuri- ja maalugu I,0,0,4,1,3,1,0,2,0
S,HV,HVLC,HVLC.04.042,Vladimir Admoni seminar etnilistest stereotüüpidest romantika ja valgustusajastu kirjanduses,6,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.003,"Vene keel Vene filmide baasil. Vestluskursus kõrgtasemele, tase B2>C1",0,0,9,0,0,0,0,0,1
S,HV,HVLC,HVLC.05.004,"Vene keel füsioterapeutidele, tase A2.1 > A2.2",18,1,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.010,"Erialane vene keel stomatoloogia tudengitele (100% e-õpe), tase A2.1 > A2.2",14,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.012,"Vene keel algtasemele I (inglise keele baasil), tase 0 > A1",0,0,9,10,7,5,0,0,1
S,HV,HVLC,HVLC.05.013,"Vene keel algtasemele II (inglise keele baasil), tase A1 > A2",0,0,6,2,5,0,0,0,2
S,HV,HVLC,HVLC.05.014,"Vene keel eelkesktasemele (inglise keele baasil), tase A2 > B1",0,0,3,11,3,0,0,1,0
S,HV,HVLC,HVLC.05.016,"Vene keel algtasemele I, tase 0 > A1.2",52,6,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.017,"Vene keel algtasemele II, tase A1.2 > A2.1",21,1,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.018,"Vene keel eelkeskastmele I, tase A2.1 > A2.2",12,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.019,"Vene keel eelkesktasemele II, tase A2.2 > B1.1",8,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.020,"Vene keel kesktasemele I, tase B1.1 > B1.2",15,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.021,"Vene keel kesktasemele II, tase B1.2 > B2.1",18,0,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.05.023,"Vene keele grammatika kõrgtasemele, tase B2>C1",14,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.025,"Vene keel arstiteaduse üliõpilastele I, tase A2.1 > A2.2",20,3,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.026,"Vene keel arstiteaduse üliõpilastele II, tase A2.2> B1.1",20,1,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.05.028,"Vene keel arstiteaduse üliõpilastele IV, tase B1.2> B2.1",10,1,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.029,"Erialane vene keel. Õiguskeel I, tase A2",26,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.032,"Erialane vene keel arstiteaduse üliõpilastele (100% e-õpe), tase A2",27,3,0,0,0,0,0,0,5
S,HV,HVLC,HVLC.05.033,"Vene keele grammatika I (100% e-õpe), tase A2",36,7,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.034,"Vene keele grammatika II (100% e-õpe), tase B1",37,3,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.05.043,"Tšehhi keel algajatele I (inglise keele baasil), tase 0 > A1.2",8,0,0,0,0,0,0,0,2
S,HV,HVLC,HVLC.05.047,"Poola keel algajatele I (inglise keele baasil), tase 0 > A1.2",13,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.051,Seminar vene keele grammatikast,0,0,3,1,0,2,0,0,2
S,HV,HVLC,HVLC.05.052,Vene kirjanduse poeetika probleeme,0,0,3,1,2,2,0,0,2
S,HV,HVLC,HVLC.05.053,Erikursus vene keeleteadusest,0,0,5,7,1,0,0,0,2
S,HV,HVLC,HVLC.05.061,"Vene keele foneetika, leksikoloogia ja sõnamoodustus",0,0,5,2,1,0,1,0,3
S,HV,HVLC,HVLC.05.063,Vene keele võõrkeelena grammatika õpetamine,0,0,3,4,0,0,0,0,1
S,HV,HVLC,HVLC.05.065,Vene keele funktsionaalne stilistika,9,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.05.066,Vene keele ja kirjanduse digitaalsed ressursid ja tööriistad,6,0,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.06.004,"Rootsi keel algtasemele I, tase 0 > A1.2",39,1,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.06.007,"Rootsi keel eelkeskastmele II, tase A2.2 > B1.1",13,1,0,0,0,0,0,0,0
S,HV,HVLC,HVLC.06.010,"Rootsi keel algajatele I, (inglise keele baasil), tase 0 > A1.2",0,0,15,2,2,0,0,0,1
S,HV,HVLC,HVLC.06.022,"Norra keel algtasemele (süvaõpe), tase 0 > A2",0,0,10,5,9,6,2,0,6
S,HV,HVLC,HVLC.06.028,"Rootsi keel kesktasemele, tase B1.1 > B1.2",0,0,5,6,5,1,0,0,3
S,HV,HVLC,HVLC.06.030,"Taani keel algtasemele I, tase 0 > A1.1",19,1,0,0,0,0,0,0,1
S,HV,HVLC,HVLC.07.001,Majandustekstide tõlge teisest võõrkeelest,0,0,7,4,5,1,0,0,1
