SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,vaartus_0,vaartus_1,vaartus_2,vaartus_3,vaartus_4,toomaht_0,toomaht_1,toomaht_2,toomaht_3,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,arvestatud,mittearvestatud,mitteilmunud
S,HV,HVLC,FLGR.03.179,Prantsuse keele suulise ja kirjaliku väljenduse õpetus I,,,,1,5,,,6,,2,2,1,1,,,,,
S,HV,HVLC,FLGR.03.191,Prantsusmaa ühiskond ja kultuur,,,,3,5,,,8,,1,5,,,,1,,,1
S,HV,HVLC,FLGR.03.198,Hispaania kirjandus,,1,1,5,,,2,5,,5,1,,,,,,,1
S,HV,HVLC,FLGR.03.205,Erialaseminar,,,,3,3,,,6,,3,1,1,,,,,,1
S,HV,HVLC,FLGR.03.257,Hispaania keele praktikum I,,,,1,10,,,10,1,6,4,1,,,,,,
S,HV,HVLC,FLGR.03.258,Hispaania keele teooria II,,,,1,5,,,6,,3,2,1,,,,,,
S,HV,HVLC,FLGR.03.260,Hispaania keele teooria III,,,,2,3,,,5,,1,2,,1,,,,,
S,HV,HVLC,FLGR.03.261,Hispaania keele praktikum III,,,,1,5,,,6,,4,1,1,,,,,,
S,HV,HVLC,FLGR.03.263,Hispaania keele suulise ja kirjaliku väljenduse õpetus I,,,,3,4,,,7,,3,,1,,2,,,,1
S,HV,HVLC,FLGR.03.283,Hispaania ühiskond ja kultuur,,,,2,9,,2,9,,8,3,,,,,,,
S,HV,HVLC,FLGR.03.285,Seminar hispaaniakeelsest kirjandusest,,,,1,7,,,8,,4,4,,,,,,,
S,HV,HVLC,FLGR.04.061,Saksa kirjanduse proseminar,,1,1,,3,,,5,,,,,,,,5,,
S,HV,HVLC,FLGR.04.153,Bakalaureuseseminar,,,,1,4,,1,4,,1,,3,1,,,,,
S,HV,HVLC,FLGR.04.327,Praktiline saksa keel I,,,2,1,4,,1,6,,1,4,1,,1,,,,
S,HV,HVLC,FLGR.04.359,Kirjalik tõlge saksa keelest eesti keelde,,,1,1,3,,1,4,,,,,,,,5,,
S,HV,HVLC,FLGR.04.364,Magistriseminar,,,,3,5,,,8,,5,1,2,,,,,,
S,HV,HVLC,FLGR.04.375,Saksa keel pedagoogilise kommunikatsioonivahendina,,,,,5,,,4,1,,,,,,,5,,
S,HV,HVLC,FLGR.04.717,Saksa keele grammatika I,,1,,1,12,,6,8,,,,,,,,13,1,
S,HV,HVLC,FLGR.04.718,Saksa keele suuline ja kirjalik väljendusõpetus,,,,2,8,,,9,1,,,,,,,9,,1
S,HV,HVLC,FLGR.04.720,Saksa keele grammatika II,,,,,9,,,9,,3,,2,3,1,,,,
S,HV,HVLC,FLGR.04.721,Saksa keele leksikoloogia ja fraseoloogia,,,1,2,3,,2,4,,2,2,1,,,,,,1
S,HV,HVLC,FLGR.05.089,Slaavi filoloogia alused,,,,1,7,,,5,3,2,,1,2,2,1,,,
S,HV,HVLC,FLGR.05.252,Tänapäeva vene kirjandus,,,,,5,,,5,,3,,1,,,,,,1
S,HV,HVLC,FLGR.05.268,Vene kultuurilugu,,,,1,5,,1,5,,2,2,1,,,1,,,
S,HV,HVLC,FLGR.05.270,Seminar vene mentaalsuse arengu eripärast,,,,,9,,,9,,,,,,,,8,,1
S,HV,HVLC,FLGR.05.394,Vene modernismi kirjandus,,,,1,5,,,5,1,6,,,,,,,,
S,HV,HVLC,FLGR.05.401,Vene kultuuri retseptsioon kinolinal,,,,1,5,,,5,1,4,1,,,,,,,1
S,HV,HVLC,FLGR.06.023,Skandinaavia keeled,,2,,1,2,1,1,3,,1,1,,3,,,,,
S,HV,HVLC,FLGR.06.026,Tekstianalüüs,,,,2,5,,1,6,,2,2,1,1,,,,,1
S,HV,HVLC,FLGR.06.031,Rootsi morfoloogia ja süntaks,,,,3,3,,,5,1,2,,1,2,,,,,1
S,HV,HVLC,FLGR.06.041,Taani kirjanduse ajalugu,,1,,3,3,,1,6,,4,1,2,,,,,,
S,HV,HVLC,FLGR.06.142,Skandinaavia film,,,,2,13,,,14,1,,,,,,,15,,
S,HV,HVLC,FLKE.02.275,"Prantsuse keel algtasemel (süvaõpe), tase 0 > A1",,,,2,14,,1,15,,6,6,2,1,,1,,,
S,HV,HVLC,FLKE.02.277,"Saksa keel algajatele I (süvaõpe), tase 0>A1",,1,,2,12,,,15,,6,6,2,,,,,,1
S,HV,HVLC,FLKE.03.077,"Eesti keele algkursus (inglise keele baasil), tase 0 > A1.2",,,,,13,,1,12,,8,2,3,,,,,,
S,HV,HVLC,FLKE.03.121,"Sissevaateid eesti kultuuri. Filmi- ja muuseumikursus, inglise keele baasil",,,,1,14,,,13,2,15,,,,,,,,
S,HV,HVLC,FLKE.03.207,Eesti ja eestlased (inglise keele baasil),,,,,13,,,12,1,12,1,,,,,,,
S,HV,HVLC,FLKE.05.008,Ladina keel meditsiinierialadele,,6,8,29,97,,2,134,4,,,,,,,138,,2
S,HV,HVLC,FLKE.05.063,"Hispaania keel algtasemel (süvaõpe) I, tase 0 > A1",,,1,,10,,1,10,,7,2,2,,,,,,
S,HV,HVLC,FLLC.00.003,Kultuur ja tõlge,,,3,8,12,,3,20,,10,12,1,,,,,,
S,HV,HVLC,FLLC.00.008,Sissejuhatav magistriseminar,,,1,2,8,,3,8,,,,,,,,11,,
S,HV,HVLC,FLLC.01.002,Akadeemiline õpi- ja kirjaoskus,,,,2,5,,,7,,,,,,,,7,,
S,HV,HVLC,FLLC.01.007,Elu inglise maahäärberis,,,1,6,28,,10,25,,,,,,,,34,,1
S,HV,HVLC,FLLC.08.001,Ida-Aasia maad ja rahvad,,1,,5,8,,2,12,,10,4,,,,,,,
S,HV,HVLC,FLLC.08.003,Hiina ajalugu,,,,1,7,,,7,1,,,,,,,8,,
S,HV,HVLC,FLLC.08.007,Korea kultuur ja ühiskond (inglise keele baasil),,,,1,5,,1,4,1,,,,,,,6,,
S,HV,HVLC,FLLC.08.009,Korea kirjandus (inglise keele baasil),,,,,6,,,6,,,,,,,,5,,1
S,HV,HVLC,FLLC.09.001,"Eesti keele algkursus I, inglise keele baasil, tase 0 > A1.1",2,1,1,17,83,1,6,90,7,68,18,9,4,1,3,,,1
S,HV,HVLC,FLLC.09.002,"Eesti keele algkursus II, inglise keele baasil, A1.1>A1.2",,,,,17,,,16,1,12,4,1,,,,,,
S,HV,HVLC,FLLC.09.003,"Eesti keele algkursus III, inglise keele baasil, A1.2 > A2.1",,1,,1,12,,5,9,,8,3,2,1,,,,,
S,HV,HVLC,FLLC.09.006,"Eesti keel kesktasemele I, sõnavara ja vestlus, B1.1 > B1.2",,,,3,9,1,4,7,,,,,,,,9,2,1
S,HV,HVLC,FLLC.09.010,"Eesti keel kõrgtasemele I, B2.1 > B2.2",,,,3,13,,,14,2,,,,,,,16,,
S,HV,HVLC,HVLC.00.007,Euroopa keelte ja kultuuride magistriseminar,,,,1,6,,,7,,,,,,,,7,,
S,HV,HVLC,HVLC.00.011,Kirjandus ja psühhoanalüüs,,,,,16,,2,14,,8,5,1,1,,,,,1
S,HV,HVLC,HVLC.01.006,"Akadeemiline inglise keel ajalooüliõpilastele, tase B2 > C1",,2,2,3,5,,,11,1,,,,,,,8,4,
S,HV,HVLC,HVLC.01.008,"Erialane inglise keel arvutitehnika üliõpilastele, tase B2 > C1",,1,3,10,14,,,26,2,,,,,,,28,,
S,HV,HVLC,HVLC.01.009,"Inglise keel bioloogia ja ökoloogia üliõpilastele, tase B2",,,1,2,10,,1,11,1,,,,,,,13,,
S,HV,HVLC,HVLC.01.010,"Erialane inglise keel füüsika, keemia ja materjaliteaduse üliõpilastele (100% e-õpe), tase B2 > C1",1,,1,4,3,1,,8,,,,,,,,7,1,
S,HV,HVLC,HVLC.01.011,"Erialane inglise keel geenitehnoloogia üliõpilastele, tase B2",,,,6,18,1,5,17,1,,,,,,,23,1,
S,HV,HVLC,HVLC.01.013,"Inglise keel geograafia, geoloogia ja keskkonnatehnoloogia üliõpilastele, tase B2",,2,,4,4,1,,8,1,,,,,,,9,,1
S,HV,HVLC,HVLC.01.017,"Erialane inglise keel. Sissejuhatus õiguskeelde I, tase B2.1",,,,1,20,,5,16,,,,,,,,21,,
S,HV,HVLC,HVLC.01.018,"Erialane inglise keel. Õiguskeel II, tase B2.1 >B2.2",,,,6,26,,17,15,,,,,,,,32,,
S,HV,HVLC,HVLC.01.021,"Inglise keel Lennuakadeemia üliõpilastele, tase B2 > C1",,1,1,6,5,,,13,,5,7,1,,,,,,
S,HV,HVLC,HVLC.01.023,"Erialane inglise keel. Õiguskeel II (SÕ), tase B2.1 > B2.2",,,1,1,9,,4,5,2,,,,,,,10,1,
S,HV,HVLC,HVLC.01.026,"Erialane inglise keel. Õiguskeele vestluskursus IV (SÕ), tase C1",,,,,5,,,5,,,,,,,,5,,
S,HV,HVLC,HVLC.01.027,"Inglise keel eelkesktasemele I, tase A2.2 > B1.1",1,,,1,10,1,,10,1,,,,,,,9,,2
S,HV,HVLC,HVLC.01.029,"Inglise keel kesktasemele I, tase B1.2 > B2.1",,,1,2,9,,2,10,,,,,,,,11,1,
S,HV,HVLC,HVLC.01.033,"Inglise keel kõrgtasemele I, tase B2.2 > C1.1",,,1,3,10,1,2,10,1,,,,,,,12,1,1
S,HV,HVLC,HVLC.01.035,"Inglise keel kesktasemele. Grammatika ja sõnavara, tase B1.2 > B2.1",,,1,,16,,1,16,,,,,,,,16,,1
S,HV,HVLC,HVLC.01.038,"Inglise keel humanitaarerialade üliõpilastele I (100% e-õpe), tase B1.2 > B2.1",1,1,,3,6,1,1,8,1,,,,,,,8,3,
S,HV,HVLC,HVLC.01.040,"Inglise keel kõrgtasemele (100% e-õpe), tase B2 > C1",1,1,3,7,17,1,,23,5,,,,,,,28,,1
S,HV,HVLC,HVLC.01.041,"Inglise keel. Üldakadeemiline sõnavara (100% e-õpe), B1.2>B2.1",2,,2,6,14,2,2,15,5,,,,,,,21,2,1
S,HV,HVLC,HVLC.01.046,Digianglistika,,,,2,18,,,19,1,,,,,,,20,,
S,HV,HVLC,HVLC.01.060,"Inglise keel kõrgtasemele I, tase C1>C2",,,,,7,,,7,,,,,,,,7,,
S,HV,HVLC,HVLC.03.005,"Prantsuse keele algkursus I, tase 0 > A1.1",,,,2,27,,,28,1,,,,,,,26,2,1
S,HV,HVLC,HVLC.03.006,"Prantsuse keele algkursus I (inglise keele baasil), tase 0 > A1.1",1,,,2,36,,2,36,1,23,8,5,2,,1,,,
S,HV,HVLC,HVLC.03.007,"Prantsuse keele algkursus II, tase A1.1 > A1.2",,,,1,9,,,10,,,,,,,,10,,
S,HV,HVLC,HVLC.03.009,"Prantsuse keele algkursus III (inglise keele baasil), tase A1.2 > A2.1",,,,2,10,,2,10,,5,5,,2,,,,,
S,HV,HVLC,HVLC.03.010,"Prantsuse keel eelkesktasemele I, A2.1 > A2.2",,,1,1,5,,,6,1,,,,,,,7,,
S,HV,HVLC,HVLC.03.012,"Prantsuse keel kesktasemele I, B1.1 > B1.2",,,,1,8,,1,6,2,,,,,,,7,1,1
S,HV,HVLC,HVLC.03.014,"Prantsuse keel kõrgtasemele I, B2.1 > B2.2",,1,,2,4,,1,6,,,,,,,,6,1,
S,HV,HVLC,HVLC.03.020,"Itaalia keel algtasemele I, tase 0 > A1.1 (inglise ja eesti keele baasil)",,,1,4,25,,1,28,1,,,,,,,30,,
S,HV,HVLC,HVLC.03.021,"Itaalia keel algtasemele II (inglise keele baasil), tase A1.1 > A1.2",,,,3,9,,,12,,,,,,,,9,2,
S,HV,HVLC,HVLC.03.022,"Itaalia keel algtasemele III (inglise keele baasil), tase A1.2 > A2.1",,,,,12,1,,11,,2,3,4,1,2,,,,
S,HV,HVLC,HVLC.03.024,Itaalia ühiskond ja kultuur (inglise keele baasil),,,,,15,1,,14,,5,5,2,1,,,,,2
S,HV,HVLC,HVLC.03.026,"Hispaania keel algtasemele I, tase 0 > A1.1",,2,1,8,15,,1,21,4,,,,,,,23,,3
S,HV,HVLC,HVLC.03.027,"Hispaania keel algtasemele II, tase A1.1 > A1.2",,,1,,4,,,3,2,,,,,,,5,,
S,HV,HVLC,HVLC.03.029,"Hispaania keele eelkesktasemele I, tase A2.1 > A2.2",,,,3,4,,,7,,,,,,,,6,,1
S,HV,HVLC,HVLC.04.007,"Saksa keel algtasemele I, tase 0 > A1.1",,1,,,19,,,18,2,,,,,,,19,,1
S,HV,HVLC,HVLC.04.008,"Saksa keel algtasemele II, tase A1.1 > A1.2",,,,1,4,,,5,,,,,,,,5,,
S,HV,HVLC,HVLC.04.009,"Saksa keel algtasemele III, tase A1.2 > A2.1",1,,,3,3,,1,6,,,,,,,,6,1,
S,HV,HVLC,HVLC.04.011,"Saksa keel eelkesktasemele II, tase A2.2 > B1.1",,,1,1,9,,,10,1,,,,,,,11,,
S,HV,HVLC,HVLC.04.013,"Saksa keel kesktasemele II, tase B1.2 > B2.1",,1,,,7,,,8,,,,,,,,7,1,
S,HV,HVLC,HVLC.04.016,"Saksa keel algtasemele I (inglise keele baasil), tase 0 > A1.1",,1,,3,15,1,2,15,1,8,9,,,,,,,2
S,HV,HVLC,HVLC.04.018,"Saksa keele grammatika I (100% e-õpe), tase A2",,,1,7,15,1,1,20,1,,,,,,,22,1,
S,HV,HVLC,HVLC.04.021,"Saksa keel algkursus ajaloo üliõpilastele, tase 0>A1.2",,,1,3,14,,,16,2,,,,,,,18,,
S,HV,HVLC,HVLC.04.042,Vladimir Admoni seminar etnilistest stereotüüpidest romantika ja valgustusajastu kirjanduses,,,,2,4,,,5,1,,,,,,,6,,
S,HV,HVLC,HVLC.05.004,"Vene keel füsioterapeutidele, tase A2.1 > A2.2",,,,,13,1,,12,,,,,,,,13,,
S,HV,HVLC,HVLC.05.012,"Vene keele algkursus I (inglise keele baasil), tase 0 > A1",1,,,,16,1,1,14,1,4,5,3,4,,,,,1
S,HV,HVLC,HVLC.05.013,"Vene keel algtasemele II (inglise keele baasil), tase A1 > A2",,,,,7,,1,6,,2,1,3,,,,,,1
S,HV,HVLC,HVLC.05.014,"Vene keel eelkesktasemele (inglise keele baasil), tase A2 > B1",,,1,2,7,,,9,1,3,3,3,,,1,,,
S,HV,HVLC,HVLC.05.016,"Vene keel algtasemele I, tase 0 > A1.2",,,,3,34,,1,36,,,,,,,,36,1,
S,HV,HVLC,HVLC.05.017,"Vene keel algtasemele II, tase A1.2 > A2.1",,,,1,11,,,12,,,,,,,,12,,
S,HV,HVLC,HVLC.05.018,"Vene keel eelkeskastmele I, tase A2.1 > A2.2",,,,2,6,,,8,,,,,,,,8,,
S,HV,HVLC,HVLC.05.020,"Vene keel kesktasemele I, tase B1.1 > B1.2",1,1,,,7,1,1,7,,,,,,,,9,,
S,HV,HVLC,HVLC.05.021,"Vene keel kesktasemele II, tase B1.2 > B2.1",1,,,3,10,1,1,11,1,,,,,,,13,,1
S,HV,HVLC,HVLC.05.023,"Vene keele grammatika kõrgtasemele, tase B2>C1",1,,1,2,5,1,,7,1,,,,,,,9,,
S,HV,HVLC,HVLC.05.025,"Vene keel arstiteaduse üliõpilastele I, tase A2.1 > A2.2",,,,1,10,,,10,1,,,,,,,10,1,
S,HV,HVLC,HVLC.05.026,"Vene keel arstiteaduse üliõpilastele II, tase A2.2> B1.1",1,,,1,4,1,,5,,,,,,,,5,1,
S,HV,HVLC,HVLC.05.029,"Erialane vene keel. Õiguskeel I, tase A2",,,1,5,18,,,24,,,,,,,,24,,
S,HV,HVLC,HVLC.05.032,"Erialane vene keel arstiteaduse üliõpilastele (100% e-õpe), tase A2",1,,,3,8,1,1,10,,,,,,,,10,1,1
S,HV,HVLC,HVLC.05.033,"Vene keele grammatika I (100% e-õpe), tase A2",,,2,6,15,,3,20,,,,,,,,23,,
S,HV,HVLC,HVLC.05.034,"Vene keele grammatika II (100% e-õpe), tase B1",2,1,2,3,20,1,2,20,5,,,,,,,27,1,
S,HV,HVLC,HVLC.05.043,"Tšehhi keel algajatele I (inglise keele baasil), tase 0 > A1.2",,,,,6,,,6,,,,,,,,6,,
S,HV,HVLC,HVLC.05.047,"Poola keel algajatele I (inglise keele baasil), tase 0 > A1.2",,,1,2,2,,,3,2,,,,,,,5,,
S,HV,HVLC,HVLC.05.052,Vene kirjanduse poeetika probleeme,,,,2,4,,,6,,3,,1,1,,,,,1
S,HV,HVLC,HVLC.05.053,Erikursus vene keeleteadusest,,,,,8,,,8,,3,4,,,,,,,1
S,HV,HVLC,HVLC.05.065,Vene keele funktsionaalne stilistika,,,,,6,,,4,2,,,,,,,6,,
S,HV,HVLC,HVLC.06.004,"Rootsi keel algtasemele I, tase 0 > A1.2",,,,,27,,,26,1,,,,,,,27,,
S,HV,HVLC,HVLC.06.007,"Rootsi keel eelkeskastmele II, tase A2.2 > B1.1",,,1,1,5,,1,5,1,,,,,,,7,,
S,HV,HVLC,HVLC.06.010,"Rootsi keel algajatele I, (inglise keele baasil), tase 0 > A1.2",,1,2,3,9,,2,12,1,11,2,2,,,,,,
S,HV,HVLC,HVLC.06.022,"Norra keel algtasemele (süvaõpe), tase 0 > A2",,,,1,23,,7,16,1,7,4,7,5,1,,,,
S,HV,HVLC,HVLC.06.028,"Rootsi keel kesktasemele, tase B1.1 > B1.2",,,,,9,,,9,,4,4,1,,,,,,
S,HV,HVLC,HVLC.06.030,"Taani keel algtasemele I, tase 0 > A1.1",,,,1,11,,1,11,,,,,,,,12,,
S,HV,HVLC,HVLC.07.001,Majandustekstide tõlge teisest võõrkeelest,,,,1,5,,1,5,,2,1,3,,,,,,
S,HV,HVLC,HVLC.07.003,Õigustekstide tõlge teisest võõrkeelest,,,,2,3,,1,3,1,3,2,,,,,,,
S,HV,HVLC,HVLC.07.006,Sissejuhatus tõlketeadusse,,3,2,1,,,2,4,,,3,,2,1,,,,
S,HV,HVLC,HVLC.07.008,Tõlkeabiprogrammid ja tõlkemälud,,,,,14,,1,13,,,,,,,,14,,
S,HV,HVLC,HVLC.07.009,Sissejuhatus Euroopa Liidu tekstide tõlkimisse,,,,2,5,,,7,,,,,,,,7,,
S,HV,HVLC,HVLC.07.010,Majandustekstide tõlge esimesest võõrkeelest ja võõrkeelde,,,,1,6,,1,6,,,,,,,,7,,
S,HV,HVLC,HVLC.07.013,Sissejuhatus suulisse tõlkesse,,,,2,7,,,9,,,,,,,,9,,
S,HV,HVLC,HVLC.07.017,Tõlketurg ja tõlketeenus,,,,1,9,,,9,1,8,2,,,,,,,
S,HV,HVLC,HVLC.08.007,"Araabia keel algtasemele I (inglise keele baasil), tase 0 > A1.1",,,,2,5,,1,6,,,,,,,,6,,1
S,HV,HVLC,HVLC.08.008,"Jaapani keel algtasemele I, tase 0 > A1.1",,,1,3,18,,,20,2,,,,,,,21,1,
S,HV,HVLC,HVLC.08.012,"Hiina keel algtasemele I (inglise keele baasil), tase 0 > A1.1",,,,2,11,,2,11,,,,,,,,12,1,
S,HV,HVLC,HVLC.08.016,"Korea keel algtasemele I (inglise keele baasil), tase 0 > A1.1",,,,,18,,,17,1,,,,,,,16,,2
S,HV,HVLC,HVLC.08.017,"Korea keel algtasemele II (inglise keele baasil), tase A1.1>A1.2",,,,1,4,,,5,,,,,,,,4,,1
S,HV,HVLC,HVLC.09.001,"Eesti keel arstiteaduse tudengitele I, tase 0 > A1.2",,,,,17,,,16,1,,,,,,,17,,
S,HV,HVLC,HVLC.09.003,"Eesti keel arstiteaduse tudengitele III, tase A2.1 > B1.1",,,,,7,,,7,,,,,,,,7,,
S,HV,HVLC,HVLC.09.007,"Eesti keele intensiivkursus I. Grammatika (inglise keele baasil), tase 0 > A2",,,,,5,,1,4,,3,,1,,,,,,
S,HV,HVLC,HVLC.09.019,"Läti keel algtasemele I, tase  0 > A1.1",,,,,8,,,7,1,,,,,,,7,,
S,HV,HVLC,HVLC.09.029,"Eesti keel algtasemele I (100% e-õpe), tase 0 > A1.1",2,,,,6,2,1,4,1,4,1,,,,3,,,
S,HV,HVLC,HVLC.09.030,"Eesti keele intensiivkursus I. Lugemine ja suuline eneseväljendus (vene keele baasil), tase 0 > A2.1",,,,,10,,,9,1,3,3,4,,,,,,
S,HV,HVLC,HVLC.09.031,"Eesti keele intensiivkursus I. Grammatika ja kirjalik eneseväljendus (vene keele baasil), tase 0 > A2",,,,,10,,1,7,2,3,3,4,,,,,,
S,HV,HVLC,HVLC.09.032,Eesti keele intensiivkursus I. Hääldamine ja kuulamine (vene ja inglise keele baasil),,,,,12,,,10,2,2,7,2,,1,,,,
S,HV,HVLC,HVLC.09.039,"Eesti keele intensiivkursus I. Suuline ja kirjalik eneseväljendus (inglise keele baasil), tase 0 > A2",,,,,5,,1,4,,3,,1,1,,,,,
S,HV,HVLC,HVLC.10.009,Akadeemiline väljendusoskus,,1,2,7,34,,7,36,1,,,,,,,44,,
S,HV,HVUS,HVUS.00.004,Ratsionaalne argumenteerimine teoloogias ja religioonis,1,,,,7,1,,7,,,,,,,,7,,1
S,HV,HVUS,HVUS.01.006,Õigeusu mõttelugu,,,,1,4,,,5,,4,1,,,,,,,
S,HV,HVUS,HVUS.02.010,Eetika ja religioosne mitmekesisus,1,,,1,9,1,,10,,,,,,,,10,,1
S,HV,HVUS,HVUS.03.002,Lähilugemisi religiooniuuringutest ja teoloogiast,,,,,7,,,7,,,,,,,,7,,
S,HV,HVUS,HVUS.06.002,Maailma usundid,1,1,5,37,108,1,,134,17,122,26,3,,1,,,,
S,HV,HVUS,USUS.00.014,Vana Lähis-Ida usundilugu,,,1,1,3,,,5,,2,2,1,,,,,,
S,HV,HVUS,USUS.00.022,Religiooniuuringute eriseminar,,,,2,3,,,5,,,,,,,,4,,1
S,HV,HVUS,USUS.02.080,Religioosne fundamentalism,1,,,1,5,1,,6,,,,,,,,4,,3
S,HV,HVUS,USUS.02.089,Metodoloogia seminar,,1,,,7,,,8,,1,1,3,3,,,,,
S,HV,HVUS,USUS.02.090,Teaduse ja religiooni seminar,1,1,,,11,1,,10,2,12,,,,,,,,1
S,HV,HVUS,USUS.02.094,Sissejuhatus teoloogiasse ja religiooniuuringutesse,,,,,9,,,9,,5,1,1,,,,,,2
S,HV,HVUS,USUS.03.024,Hingehoid,1,1,,,3,,,5,,1,4,,,,,,,
S,HV,HVUS,USUS.03.038,Religioonisotsioloogia,,,,2,9,,,11,,4,5,1,,,,,,1
S,HV,HVUS,USUS.03.079,Religioonipsühholoogia,,,,19,117,1,,128,7,117,9,3,1,3,,,,3
S,HV,HVUS,USUS.03.109,Religioonipsühholoogia seminar,,,2,1,4,,,6,1,,,,,,,7,,
S,HV,HVUS,USUS.03.115,Loodus eesti usundites,,,,2,10,,1,11,,11,1,,,,,,,
S,HV,HVUS,USUS.04.068,Kreeka keel,,,,2,4,,,6,,4,2,,,,,,,
S,HV,HVUS,USUS.05.067,Heebrea keel,,1,,,4,,1,4,,4,1,,,,,,,
S,HV,HVUS,USUS.06.078,Võrdleva usundiloo sissejuhatus,,1,,2,9,,,11,1,10,2,,,,,,,
S,HV,HVUS,USUS.06.093,Muistse Peruu kultuur ja usund,,,,1,6,,,6,1,4,3,,,,,,,
S,HV,HVUS,USUS.06.109,Religioonifilosoofia,,4,2,,1,3,1,3,,,1,2,3,1,,,,
S,HV,HVUS,USUS.06.136,Orientaalusundite seminar,,,,1,9,,,10,,,,,,,,10,,
S,HV,HVUS,USUS.06.137,Sakraaltekstid ja kultuur,,,,2,7,,,9,,9,,,,,,,,
S,HV,HVUS,USUS.08.001,Sissejuhatus islamisse,,,,2,10,,,12,,8,3,,,,,,,
S,HV,HVUS,USUS.08.002,Sissejuhatus judaismi,,,,,11,,,11,,9,2,,,,,,,
S,HV,HVVK,HVVK.01.004,Õppemetoodilised materjalid,,,,,9,,,9,,5,4,,,,,,,
S,HV,HVVK,HVVK.01.005,Enesejuhtimine ja meeskonnatöö,,,1,4,14,,,17,2,,,,,,,19,,
S,HV,HVVK,HVVK.01.006,Sissejuhatus erialasse,,,,2,4,,,6,,,,,,,,6,,
S,HV,HVVK,HVVK.01.049,Projektõpe kunstide ja tehnoloogia ainetes,,,2,2,13,,,17,,,,,,,,17,,
S,HV,HVVK,HVVK.01.052,Rahvakunsti alused,,,,1,8,,1,8,,,,,,,,9,,
S,HV,HVVK,HVVK.01.053,Tekstiilitehnoloogia,,,,1,10,,2,9,,8,2,,,,,,,1
S,HV,HVVK,HVVK.01.062,Muuseumikommunikatsioon,,,,,7,,,7,,,,,,,,7,,
S,HV,HVVK,HVVK.01.073,Nahatöö alused,,,,1,4,,,5,,,,,,,,5,,
S,HV,HVVK,HVVK.01.090,Kavandamine käsitöös,,,,1,9,,,10,,,,,,,,9,,1
S,HV,HVVK,HVVK.01.091,Toitumise alused ja tarbijakasvatus,1,1,,3,5,1,2,7,,,,,,,,9,,1
S,HV,HVVK,HVVK.01.094,Üldkompositsioon I,,,,,6,,4,2,,1,3,1,,1,,,,
S,HV,HVVK,HVVK.01.111,Ketramine ja villakoja praktika,,,,,7,,,7,,,,,,,,7,,
S,HV,HVVK,HVVK.01.112,Vaselised,,,,1,8,,4,5,,,,,,,,9,,
S,HV,HVVK,HVVK.01.115,Puidutehnoloogia alused,,,,,6,,,6,,2,1,3,,,,,,
S,HV,HVVK,HVVK.01.120,Sepatöö algkursus I,,,,,5,,,5,,,,,,,,5,,
S,HV,HVVK,HVVK.01.145,Toiduvalmistamise tehnoloogia,,1,3,9,2,,1,14,,,,,,,,15,,
S,HV,HVVK,HVVK.02.003,Grupiõppe didaktika,,,,1,10,,,10,1,,,,,,,11,,
S,HV,HVVK,HVVK.02.008,Digitaalne helitöötlus,,,,1,4,,,5,,,,,,,,5,,
S,HV,HVVK,HVVK.02.016,Hääleseade,,,,,7,,1,6,,,,,,,,7,,
S,HV,HVVK,HVVK.02.024,Helitehnoloogia alused,,,,2,3,,,5,,,,,,,,5,,
S,HV,HVVK,HVVK.03.002,Esituskunstide produktsiooni meistriklass,,,,4,14,1,,16,1,,,,,,,18,,
S,HV,HVVK,HVVK.03.007,Pedagoogiline praktikum II,,,3,5,8,,1,14,1,,,,,,,16,,
S,HV,HVVK,HVVK.03.010,Majanduspoliitika alused,,,,4,1,,,5,,,2,,,2,1,,,
S,HV,HVVK,HVVK.03.011,Võlaõigus,,,,,15,,4,11,,2,5,5,2,1,,,,
S,HV,HVVK,HVVK.03.015,Kuidas õppida kõrgkoolis,1,,,2,5,1,,6,1,,,,,,,7,,1
S,HV,HVVK,HVVK.03.018,Kunstiteose analüüs,,,1,1,11,1,1,11,,,,,,,,11,1,1
S,HV,HVVK,HVVK.04.019,Sissejuhatus filmikunsti,,,,,9,,,9,,,,,,,,9,,
S,HV,HVVK,HVVK.04.023,Etenduskunstide alused,,,2,,5,,,7,,,,,,,,7,,
S,HV,HVVK,HVVK.04.024,Etenduskunstide ajalugu,,1,3,6,11,,4,17,,3,9,5,2,,,,,2
S,HV,HVVK,HVVK.12.010,Veebipõhine inglise keele grammatika põhikursus,,,1,2,13,1,1,13,1,,,,,,,16,,
S,HV,HVVK,HVVK.12.018,Veebipõhine inglise keele grammatika põhikursus 2,,,,2,7,,,9,,,,,,,,9,,
S,HV,HVVK,HVVK.12.030,"Eesti viipekeele algkursus, tase 0>A1.1",,,,1,5,,,6,,,,,,,,6,,
S,HV,HVVK,HVVK.12.040,Kultuuri uurimise alused,1,2,10,17,36,1,21,43,1,53,5,4,2,,,,,
S,HV,HVVK,HVVK.12.042,Rahvatants 2019/2020,1,,,,6,1,,6,,,,,,,,5,1,
S,HV,HVVK,HVVK.12.044,Loovettevõtja baaskursus,,14,21,19,13,4,21,41,1,,,,,,,67,,
S,HV,HVVK,HVVK.14.001,Laulmiskursus gregooriuse laulu baasil,,,,1,4,1,,3,1,,,,,,,5,,
